Date,q1_forecast,q2_forecast,forecast
2016-12-23,1940409.4728518259,2264039.61814002,2102224.5454959227
2016-12-24,1700161.9726211175,2023792.1174895044,1861977.045055311
2016-12-25,1497070.7806949068,1891690.0509806052,1694380.415837756
2016-12-26,1826344.241391803,2250075.7591063646,2038210.0002490839
2016-12-27,1863610.0072558434,2303014.626156923,2083312.3167063831
2016-12-28,1857396.6416348836,2314384.732674193,2085890.6871545382
2016-12-29,1868177.595197864,2337419.1093990533,2102798.352298459
2016-12-30,1843217.283827132,2314713.7108228435,2078965.4973249878
2016-12-31,1656383.7169883468,2160662.4663265394,1908523.0916574432
2017-01-01,1474211.7483030716,1986384.0057257686,1730297.87701442
