Date,q1_forecast,q2_forecast,forecast
2016-11-02,1447221.5282235513,1769851.1233263616,1608536.3257749565
2016-11-03,1749471.1484329961,2072100.7435321657,1910785.9459825808
2016-11-04,1699004.2741998092,2090162.6712280915,1894583.4727139503
2016-11-05,1448465.3490640447,1869354.243454122,1658909.7962590833
2016-11-06,1344919.7426963276,1781412.6203819003,1563166.181539114
2016-11-07,1626938.1454320233,2080498.4334736967,1853718.2894528601
2016-11-08,1488883.1453765323,1954784.3865481718,1721833.765962352
2016-11-09,1749821.8218000154,2218034.7229824085,1983928.272391212
2016-11-10,1680580.2097255683,2183987.9475548975,1932284.078640233
2016-11-11,1613642.162079782,2125138.349908948,1869390.255994365
2016-11-12,1386489.0635502595,1902258.0307297152,1644373.5471399873
2016-11-13,1319532.3893358624,1841445.0164780812,1580488.7029069718
2016-11-14,1580291.168029401,2114182.3956698123,1847236.7818496067
2016-11-15,1389090.4029019144,1931956.2354043664,1660523.3191531403
2016-11-16,1698261.6286005992,2242261.6427685986,1970261.635684599
2016-11-17,1621071.4941789315,2206684.2279707603,1913877.861074846
2016-11-18,1550962.4960793082,2147608.2957233014,1849285.395901305
2016-11-19,1325941.7909645585,1929081.6711526352,1627511.7310585969
2016-11-20,1268344.9996542973,1880041.0218351686,1574193.0107447328
2016-11-21,1555367.269575873,2181713.87879112,1868540.5741834964
2016-11-22,1385161.135187821,2021779.2702312777,1703470.2027095493
2016-11-23,1663084.4959733356,2300821.1784548615,1981952.8372140985
2016-11-24,1578464.9403236266,2244825.777426624,1911645.3588751254
2016-11-25,1505740.7795869631,2178711.793654422,1842226.2866206923
2016-11-26,1287153.0859170207,1964584.5528589615,1625868.819387991
2016-11-27,1237939.2113333677,1922736.772504062,1580337.9919187147
2016-11-28,1522277.8462281672,2220321.5646704407,1871299.7054493038
2016-11-29,1342668.5136556975,2049687.4919169894,1696178.0027863435
2016-11-30,1624549.6443852037,2332388.5557988845,1978469.100092044
2016-12-01,1539518.8177209545,2273901.1853284277,1906710.0015246912
2016-12-02,1467891.909915707,2208661.1572160036,1838276.5335658554
2016-12-03,1251873.090326035,1997153.6700259203,1624513.3801759777
2016-12-04,1205267.2653760223,1957888.0584602258,1581577.6619181242
2016-12-05,1493303.0347796257,2258673.087214102,1875988.060996864
2016-12-06,1315523.77265994,2089328.807651552,1702426.290155746
2016-12-07,1591975.0844825904,2366495.149522816,1979235.1170027032
2016-12-08,1506496.2277436764,2304363.453278434,1905429.8405110552
2016-12-09,1435486.066512118,2238912.6304683895,1837199.3484902538
2016-12-10,1221389.2395784142,2028902.3278408004,1625145.7837096073
2016-12-11,1176481.4491568152,1990831.8599416222,1583656.6545492187
2016-12-12,1464064.1693410187,2290253.9856710616,1877159.0775060402
2016-12-13,1284516.54165634,2118439.776487875,1701478.1590721074
2016-12-14,1561100.7043392854,2395645.5035213213,1978373.1039303034
2016-12-15,1476365.7599386144,2332639.2074233163,1904502.4836809654
2016-12-16,1406131.5964789528,2267652.300028154,1836891.9482535534
2016-12-17,1192910.4839885295,2058336.7714421568,1625623.6277153431
2016-12-18,1148576.8720142604,2020500.338507259,1584538.6052607598
2016-12-19,1436702.6728477175,2319773.684889986,1878238.1788688519
2016-12-20,1257271.599096822,2147579.4587598857,1702425.528928354
2016-12-21,1532986.5228314523,2423863.56844487,1978425.0456381612
2016-12-22,1448837.7493259525,2359969.209014088,1904403.4791700202
2016-12-23,1379058.883466553,2295098.219436301,1837078.551451427
2016-12-24,1166346.2017004178,2086068.0513322423,1626207.12651633
2016-12-25,1122361.3259300808,2048217.9411675204,1585289.6335488006
2016-12-26,1410513.037932814,2346872.6361132697,1878692.837023042
2016-12-27,1230855.4225490768,2174015.8483433123,1702435.6354461946
2016-12-28,1506577.883291117,2450267.146502586,1978422.5148968515
2016-12-29,1423071.699276566,2385907.3527467605,1904489.5260116633
2016-12-30,1353623.700106014,2321121.4460615036,1837372.5730837588
2016-12-31,1141160.8066356555,2112165.2260782667,1626663.016356961
2017-01-01,1097340.1041562334,2074174.4322801582,1585757.2682181958
