Date,q1_forecast,q2_forecast,forecast
2016-03-07,1734843.8214384802,2057735.3854646522,1896289.603451566
2016-03-08,1783430.1346812,2175157.6153631536,1979293.8750221767
2016-03-09,1738427.9973249866,2161062.5083867866,1949745.2528558867
2016-03-10,1734783.790650912,2172393.790825058,1953588.7907379847
2016-03-11,1734476.620991244,2190189.2551374035,1962332.9380643237
2016-03-12,1529317.2668263856,1997075.794017869,1763196.5304221273
2016-03-13,1353906.6039589653,1824158.758396384,1589032.6811776746
2016-03-14,1658959.014588589,2164427.828782408,1911693.4216854987
2016-03-15,1731059.921767129,2245121.938813059,1988090.930290094
2016-03-16,1694718.9682560305,2213245.73383478,1953982.351045405
2016-03-17,1691045.156774413,2215885.5296649127,1953465.343219663
2016-03-18,1695202.2967192861,2232598.545625209,1963900.4211722475
2016-03-19,1487660.8314264962,2034291.9240333242,1760976.3777299102
2016-03-20,1314654.5622025968,1862451.2035261304,1588552.8828643637
2016-03-21,1613105.180276175,2202120.5070686555,1907612.8436724152
2016-03-22,1682061.3002140215,2282020.9682999067,1982041.134256964
2016-03-23,1644798.1514443627,2251524.3625551425,1948161.2569997525
2016-03-24,1644353.7062690202,2259440.6769768875,1951897.1916229539
2016-03-25,1649858.375000475,2280364.8766272585,1965111.625813867
2016-03-26,1445209.441956031,2085935.5369916703,1765572.4894738507
2016-03-27,1270437.8894023832,1912361.7514319527,1591399.8204171679
2016-03-28,1574268.1125163794,2244582.667460492,1909425.3899884357
2016-03-29,1643984.922712848,2321110.1225969708,1982547.5226549092
2016-03-30,1607842.3836033423,2289606.439999492,1948724.4118014171
2016-03-31,1607758.4759058356,2296907.687124141,1952333.0815149883
2016-04-01,1614780.7825206057,2317759.096038402,1966269.939279504
2016-04-02,1409855.374069084,2121920.11699702,1765887.745533052
2016-04-03,1235184.8735507359,1948108.5824806597,1591646.7280156978
2016-04-04,1539100.6696389657,2278346.6139813084,1908723.6418101368
2016-04-05,1608881.757849014,2354561.12024774,1981721.4390483769
2016-04-06,1572898.9304178448,2323279.8038100637,1948089.3671139542
2016-04-07,1573844.353295383,2331472.1751673846,1952658.2642313836
2016-04-08,1581460.8320141477,2352431.211927855,1966946.0219710013
2016-04-09,1377245.469556755,2156668.745304113,1766957.1074304339
2016-04-10,1202083.6728565025,1982272.3725429089,1592178.0226997058
2016-04-11,1507414.9958346884,2310739.1275610374,1909077.061697863
2016-04-12,1577388.5449082647,2386379.7184522976,1981884.1316802811
2016-04-13,1541861.9730129458,2355094.678840371,1948478.3259266585
2016-04-14,1543075.2976289017,2363103.555709171,1953089.4266690363
2016-04-15,1551342.7905015685,2383721.17807889,1967531.9842902292
2016-04-16,1347202.4916732565,2187372.4448034004,1767287.4682383286
2016-04-17,1172029.7259127062,2012859.9060640943,1592444.8159884003
2016-04-18,1477952.3466795874,2340331.387053269,1909141.8668664282
2016-04-19,1548172.6985441549,2415866.254210043,1982019.4763770988
2016-04-20,1512802.6134742417,2384555.2438442106,1948678.9286592263
2016-04-21,1514404.0916880667,2392585.017197322,1953494.5544426944
2016-04-22,1523025.1524542426,2412848.369333313,1967936.7608937777
2016-04-23,1319174.029966943,2216267.921137985,1767720.975552464
