Date,q1_forecast,q2_forecast,forecast
2016-10-03,1634505.0753957024,1958324.8425936888,1796414.9589946955
2016-10-04,1655333.9248938682,2050653.3779984054,1852993.6514461369
2016-10-05,1645078.0280284113,2068728.71472986,1856903.3713791356
2016-10-06,1633051.9896174476,2072115.7520209278,1852583.8708191877
2016-10-07,1624386.5873395177,2080845.000410641,1852615.7938750794
2016-10-08,1428320.5234999075,1896499.671692841,1662410.0975963743
2016-10-09,1258959.0372165109,1729490.9345618063,1494224.9858891587
2016-10-10,1548207.5160322022,2053356.8471254825,1800782.1815788422
2016-10-11,1598354.0359614985,2112434.185673934,1855394.1108177162
2016-10-12,1601160.7592011967,2119251.679365922,1860206.2192835594
2016-10-13,1593667.4416490546,2117946.148878918,1855806.7952639863
2016-10-14,1587637.3444674886,2123818.5578719676,1855727.951169728
2016-10-15,1389433.101910228,1934240.8884222207,1661836.9951662242
2016-10-16,1221683.0046609505,1767592.251495401,1494637.6280781757
2016-10-17,1505545.808952586,2093170.843232749,1799358.3260926676
2016-10-18,1553609.0637642716,2153246.7613217584,1853427.912543015
2016-10-19,1554992.6788614693,2160835.232772753,1857913.955817111
2016-10-20,1547487.1698944082,2161913.111064836,1854700.1404796222
2016-10-21,1541163.2250675948,2170478.326581723,1855820.775824659
2016-10-22,1344051.3427672156,1983320.5743270898,1663685.9585471526
2016-10-23,1175295.7043062244,1815689.6432133503,1495492.6737597873
2016-10-24,1465675.845818586,2134320.863484302,1799998.354651444
2016-10-25,1515838.6366292113,2191682.6371250674,1853760.6368771393
2016-10-26,1518594.8218987852,2198612.9885842884,1858603.905241537
2016-10-27,1511850.9561801876,2199309.21582101,1855580.086000599
2016-10-28,1506313.4592168645,2207225.9902417134,1856769.7247292888
2016-10-29,1309145.5498125763,2018818.4577022279,1663982.003757402
2016-10-30,1140531.9365452235,1851011.9224828233,1495771.9295140235
2016-10-31,1431533.2163143614,2168278.228815127,1799905.7225647443
2016-11-01,1481804.7240157737,2225469.6948049506,1853637.2094103622
2016-11-02,1484582.9372005498,2232505.169401615,1858544.0533010825
2016-11-03,1478112.368611319,2233479.409784556,1855795.8891979372
2016-11-04,1472947.4589808076,2241369.4286698787,1857158.4438253432
2016-11-05,1276219.050362011,2052894.788775613,1664556.919568812
2016-11-06,1107425.0475852739,1884805.018453711,1496115.0330194924
2016-11-07,1400019.3608130352,2200364.8133506225,1800192.0870818289
2016-11-08,1450737.550451432,2257085.346955687,1853911.4487035596
2016-11-09,1453840.0617321376,2264033.455798151,1858936.7587651443
2016-11-10,1447673.4138802558,2264829.9252360193,1856251.6695581374
2016-11-11,1442967.8607849272,2272264.657344414,1857616.2590646707
2016-11-12,1246438.9806840378,2083311.5360417464,1664875.258362892
2016-11-13,1077656.7075022706,1915133.9102885383,1496395.3088954045
2016-11-14,1370991.3166274463,2229832.495299076,1800411.9059632614
2016-11-15,1421904.080729124,2286403.5710222684,1854153.8258756963
2016-11-16,1425123.8798760127,2293313.0030229315,1859218.441449472
2016-11-17,1419175.8108582606,2293998.7179624992,1856587.26441038
2016-11-18,1414824.1492014,2301103.481695528,1857963.8154484641
2016-11-19,1218543.0837866333,2111911.1327138534,1665227.1082502434
