Date,Hour,Minutes,Load,Load_lin,Load_detrend
2014-08-31,11.5,22.5,11673234.100000005,12336455.666579017,-663221.5665790122
2014-09-07,11.5,22.5,11839528.79999999,12338755.156518552,-499226.3565185629
2014-09-14,11.5,22.5,11940909.799999995,12341054.646458087,-400144.84645809233
2014-09-21,11.5,22.5,11839856.599999998,12343354.136397623,-503497.53639762476
2014-09-28,11.5,22.5,12046484.2,12345653.62633716,-299169.42633716017
2014-10-05,11.5,22.5,12204763.700000005,12347953.116276694,-143189.41627668962
2014-10-12,11.5,22.5,12317448.599999992,12350252.60621623,-32804.00621623732
2014-10-19,11.5,22.5,12432518.100000003,12352552.096155765,79966.00384423882
2014-10-26,11.44378698224852,22.5,12709178.000000002,12354851.586095301,354326.4139047004
2014-11-02,11.5,22.5,12432231.700000001,12357151.076034836,75080.62396516465
2014-11-09,11.5,22.5,12786959.300000003,12359450.565974372,427508.7340256311
2014-11-16,11.5,22.5,12300120.80000001,12361750.055913907,-61629.255913896486
2014-11-23,11.5,22.5,13255638.400000004,12364049.545853442,891588.8541465625
2014-11-30,11.5,22.5,13542446.900000008,12366349.035792978,1176097.8642070293
2014-12-07,11.5,22.5,13760608.400000006,12368648.525732514,1391959.8742674924
2014-12-14,11.5,22.5,13749467.499999998,12370948.015672049,1378519.4843279496
2014-12-21,11.5,22.5,13394054.499999983,12373247.505611584,1020806.9943883996
2014-12-28,11.5,22.5,11360078.199999997,12375546.995551119,-1015468.7955511212
2015-01-04,11.5,22.5,12013401.799999997,12377846.485490656,-364444.6854906585
2015-01-11,11.5,22.5,13077153.900000002,12380145.97543019,697007.9245698117
2015-01-18,11.5,22.5,13460301.999999996,12382445.465369726,1077856.5346302707
2015-01-25,11.5,22.5,13537010.299999975,12384744.95530926,1152265.344690714
2015-02-01,11.5,22.5,13491774.300000003,12387044.445248796,1104729.854751207
2015-02-08,11.5,22.5,13525041.600000005,12389343.935188333,1135697.6648116726
2015-02-15,11.5,22.5,13311033.400000006,12391643.425127868,919389.9748721384
2015-02-22,11.5,22.5,13274019.999999994,12393942.915067403,880077.0849325918
2015-03-01,11.5,22.5,13045697.799999997,12396242.405006938,649455.3949930593
2015-03-08,11.5,22.5,13047358.49999999,12398541.894946473,648816.605053518
2015-03-15,11.5,22.5,12877738.899999995,12400841.38488601,476897.51511398517
2015-03-22,11.5,22.5,12630317.899999997,12403140.874825545,227177.025174452
2015-03-29,11.55688622754491,22.5,12532749.899999997,12405440.36476508,127309.53523491696
2015-04-05,11.5,22.5,12443284.600000001,12407739.854704615,35544.74529538676
2015-04-12,11.5,22.5,11780156.200000009,12410039.34464415,-629883.1446441412
2015-04-19,11.5,22.5,12267692.999999989,12412338.834583687,-144645.83458369784
2015-04-26,11.5,22.5,12062191.100000001,12414638.324523222,-352447.2245232202
2015-05-03,11.5,22.5,11345087.899999993,12416937.814462757,-1071849.9144627638
2015-05-10,11.5,22.5,11903771.399999985,12419237.304402292,-515465.9044023063
2015-05-17,11.5,22.5,11797577.500000007,12421536.794341829,-623959.2943418212
2015-05-24,11.5,22.5,11858928.0,12423836.284281364,-564908.2842813637
2015-05-31,11.5,22.5,11841782.49999999,12426135.774220899,-584353.2742209081
2015-06-07,11.5,22.5,11116808.599999992,12428435.264160434,-1311626.6641604416
2015-06-14,11.5,22.5,11870802.900000002,12430734.754099969,-559931.8540999666
2015-06-21,11.5,22.5,11760377.999999996,12433034.244039506,-672656.2440395094
2015-06-28,11.5,22.5,11819555.199999988,12435333.73397904,-615778.5339790527
2015-07-05,11.5,22.5,12059094.800000003,12437633.223918576,-378538.4239185732
2015-07-12,11.5,22.5,11941431.300000008,12439932.71385811,-498501.41385810263
2015-07-19,11.5,22.5,11922065.900000017,12442232.203797646,-520166.30379762873
2015-07-26,11.5,22.5,12075009.799999999,12444531.693737183,-369521.8937371839
2015-08-02,11.5,22.5,11570184.400000006,12446831.183676718,-876646.7836767118
2015-08-09,11.5,22.5,12238976.400000008,12449130.673616253,-210154.27361624502
2015-08-16,11.5,22.5,11640100.900000017,12451430.163555788,-811329.2635557707
2015-08-23,11.5,22.5,11793115.300000003,12453729.653495323,-660614.3534953203
2015-08-30,11.5,22.5,12063593.700000012,12456029.14343486,-392435.4434348475
2015-09-06,11.5,22.5,12145132.499999994,12458328.633374395,-313196.13337440044
2015-09-13,11.5,22.5,11880105.000000004,12460628.12331393,-580523.1233139262
2015-09-20,11.5,22.5,12297684.199999986,12462927.613253465,-165243.4132534787
2015-09-27,11.5,22.5,12234252.700000003,12465227.103193,-230974.40319299698
2015-10-04,11.5,22.5,12310741.399999997,12467526.593132537,-156785.1931325402
2015-10-11,11.5,22.5,12401457.899999991,12469826.083072072,-68368.18307208084
2015-10-18,11.5,22.5,12952690.000000013,12472125.573011607,480564.4269884061
2015-10-25,11.44378698224852,22.5,13087853.500000011,12474425.062951142,613428.4370488692
2015-11-01,11.5,22.5,12793679.500000011,12476724.552890677,316954.94710933417
2015-11-08,11.5,22.5,13095844.100000001,12479024.042830214,616820.0571697876
2015-11-15,11.5,22.5,12599092.000000013,12481323.532769749,117768.4672302641
2015-11-22,11.5,22.5,13142966.899999976,12483623.022709284,659343.8772906922
2015-11-29,11.5,22.5,13599160.700000012,12485922.512648819,1113238.1873511933
2015-12-06,11.5,22.5,13380569.400000015,12488222.002588354,892347.3974116612
2015-12-13,11.5,22.5,13497759.200000012,12490521.492527891,1007237.7074721213
2015-12-20,11.5,22.5,13519167.399999985,12492820.982467426,1026346.4175325595
2015-12-27,11.5,22.5,11306085.99999999,12495120.472406961,-1189034.4724069703
2016-01-03,11.5,22.5,11861831.100000013,12497419.962346496,-635588.8623464834
2016-01-10,11.5,22.5,13639483.199999988,12499719.452286031,1139763.747713957
2016-01-17,11.5,22.5,13824581.900000006,12502018.942225568,1322562.957774438
2016-01-24,11.5,22.5,14204172.599999994,12504318.432165103,1699854.167834891
2016-01-31,11.5,22.5,13365665.199999997,12506617.922104638,859047.2778953593
2016-02-07,11.5,22.5,13186218.500000013,12508917.412044173,677301.0879558399
2016-02-14,11.5,22.5,13198620.09999999,12511216.901983708,687403.1980162822
2016-02-21,11.5,22.5,13294252.800000008,12513516.391923245,780736.4080767632
2016-02-28,11.5,22.5,13177492.600000003,12515815.88186278,661676.7181372233
2016-03-06,11.5,22.5,13167243.199999984,12518115.371802315,649127.8281976692
2016-03-13,11.5,22.5,13101571.100000005,12520414.86174185,581156.2382581551
2016-03-20,11.5,22.5,13112832.599999998,12522714.351681385,590118.2483186126
2016-03-27,11.55688622754491,22.5,12499967.100000003,12525013.841620922,-25046.741620918736
2016-04-03,11.5,22.5,11855211.299999999,12527313.331560457,-672102.0315604582
2016-04-10,11.5,22.5,12222076.79999998,12529612.821499992,-307536.0215000119
2016-04-17,11.5,22.5,12249796.900000017,12531912.311439527,-282115.41143951006
2016-04-24,11.5,22.5,12194896.300000018,12534211.801379062,-339315.5013790447
2016-05-01,11.5,22.5,12239615.50000001,12536511.2913186,-296895.7913185898
2016-05-08,11.5,22.5,11238977.600000007,12538810.781258134,-1299833.181258127
2016-05-15,11.5,22.5,11883169.600000015,12541110.27119767,-657940.6711976547
2016-05-22,11.5,22.5,12006659.099999998,12543409.761137204,-536750.6611372065
2016-05-29,11.5,22.5,11327473.399999995,12545709.25107674,-1218235.8510767445
2016-06-05,11.5,22.5,12040409.899999995,12548008.741016276,-507598.8410162814
2016-06-12,11.5,22.5,11861510.400000017,12550308.230955811,-688797.8309557941
2016-06-19,11.5,22.5,12023454.400000008,12552607.720895346,-529153.3208953384
2016-06-26,11.5,22.5,12352692.199999994,12554907.210834881,-202215.01083488762
2016-07-03,11.5,22.5,12263913.399999999,12557206.700774416,-293293.3007744178
2016-07-10,11.5,22.5,11733377.499999993,12559506.190713953,-826128.6907139607
2016-07-17,11.5,22.5,11934000.599999983,12561805.680653488,-627805.0806535054
2016-07-24,11.5,22.5,11872988.399999999,12564105.170593023,-691116.7705930248
2016-07-31,11.5,22.5,12122891.199999975,12566404.660532558,-443513.4605325833
2016-08-07,11.5,22.5,11784703.499999996,12568704.150472095,-784000.650472099
2016-08-14,11.5,22.5,11696719.400000013,12571003.64041163,-874284.2404116169
2016-08-21,11.5,22.5,11511388.100000013,12573303.130351165,-1061915.0303511526
2016-08-28,11.5,22.5,12248208.899999995,12575602.6202907,-327393.72029070556
2016-09-04,11.5,22.5,12226260.300000006,12577902.110230235,-351641.81023022905
2016-09-11,11.5,22.5,12436855.000000011,12580201.600169772,-143346.6001697611
2016-09-18,11.5,22.5,12378625.400000002,12582501.090109307,-203875.69010930508
2016-09-25,11.5,22.5,12273514.999999989,12584800.580048842,-311285.58004885353
2016-10-02,11.5,22.5,12405729.0,12587100.069988377,-181371.0699883774
2016-10-09,11.5,22.5,12742345.299999991,12589399.559927912,152945.740072079
2016-10-16,11.5,22.5,12986997.300000012,12591699.04986745,395298.2501325626
2016-10-23,11.5,22.5,13126253.8,12593998.539806984,532255.2601930164
2016-10-30,11.44378698224852,22.5,13204482.50000001,12596298.02974652,608184.4702534899
2016-11-06,11.5,22.5,12531853.100000009,12598597.519686054,-66744.4196860455
2016-11-13,11.5,22.5,13239718.79999999,12600897.00962559,638821.7903744001
2016-11-20,11.5,22.5,13598656.20000001,12603196.499565126,995459.700434884
2016-11-27,11.5,22.5,13581364.100000003,12605495.989504661,975868.1104953419
2016-12-04,11.5,22.5,13978036.20000003,12607795.479444196,1370240.7205558345
2016-12-11,11.5,22.5,14004313.19999999,12610094.969383731,1394218.2306162585
2016-12-18,11.5,22.5,14259329.9,12612394.459323267,1646935.4406767339
2016-12-25,11.5,22.5,13515059.399999997,12614693.949262803,900365.4507371932
