Date,Load_denoised,forecast,q1_forecast,q2_forecast
2016-09-03 23:00:00,61359.63892427288,63954.686233415814,59331.201526204066,68983.19943450743
2016-09-04 00:00:00,57139.45138313058,59457.137880725975,54663.473651830434,64353.877233776904
2016-09-04 01:00:00,54524.20972908627,56594.56452808225,51971.31289832158,61672.64923308245
2016-09-04 02:00:00,53036.3823409171,55186.834482423816,50582.20402979352,60424.092961519025
2016-09-04 03:00:00,52419.15276477903,54631.29679180187,50197.574965332155,59851.318706186394
2016-09-04 04:00:00,52621.72244061011,54248.53841351527,50124.077576839714,59372.86854864449
2016-09-04 05:00:00,52134.10797740366,53871.320532419035,49892.85085017212,58683.23960178293
2016-09-04 06:00:00,52172.31181787714,54414.87025667049,50950.01545785049,58975.98214168871
2016-09-04 07:00:00,54716.80667546222,56140.68535903546,52160.76700968777,60658.79842534054
2016-09-04 08:00:00,57863.67315837809,59119.72479092461,53717.33468563142,63452.75893604541
2016-09-04 09:00:00,62475.31526534252,62754.50978147688,57361.358665323365,66905.562905105
2016-09-04 10:00:00,65107.93526144796,65248.9749664607,59863.45647952838,69807.44741776184
2016-09-04 11:00:00,66266.63361664751,66179.5644435962,61176.30812620229,70861.23331475531
2016-09-04 12:00:00,66321.80293975088,66414.95460647617,61395.644806701435,71068.9930943365
2016-09-04 13:00:00,65960.27690286326,66588.38213540144,62122.69796874592,71205.5544035817
2016-09-04 14:00:00,64973.81016174488,65571.55795360234,61114.78933609327,70471.64986421488
2016-09-04 15:00:00,63935.186156300035,64465.74772213468,59703.80370657353,70032.04082439964
2016-09-04 16:00:00,63429.469822212384,65134.67078684223,60056.647251458104,74120.92218001871
2016-09-04 17:00:00,63790.95556216057,66711.88118984814,60358.74486484815,76188.0492971623
2016-09-04 18:00:00,64613.20000907875,68556.83276070561,61631.68049782473,76588.03144627297
2016-09-04 19:00:00,68579.40703026135,70528.53570352828,63929.195403436795,77769.1433464019
2016-09-04 20:00:00,72097.43282360084,70900.3635068314,65616.4410884163,76247.0862043769
2016-09-04 21:00:00,67927.0403449199,69372.00036379915,65371.99727154001,73320.18418784115
2016-09-04 22:00:00,63666.03341823712,66420.01049588078,61635.51931328063,71370.12334170114
2016-09-04 23:00:00,59234.53772822213,61924.521545954776,57583.63443072334,66730.52343387777
2016-09-05 00:00:00,55621.79941536568,58277.6143770464,53836.65052859002,62869.544562007024
2016-09-05 01:00:00,54129.320021830485,56806.999664356124,52173.880477306404,61173.561282384915
2016-09-05 02:00:00,54214.50484660517,56339.45360169552,51676.14277250696,60415.93975327992
2016-09-05 03:00:00,54354.70810542145,56527.63450930163,51909.85010822494,60497.9770531126
2016-09-05 04:00:00,55324.81715965862,57055.064815070466,52440.78243544103,61032.710265431466
2016-09-05 05:00:00,57652.49464121536,58992.92027791338,54580.8459440514,63934.64204741713
2016-09-05 06:00:00,66749.10585488725,66611.63317344197,59448.3473853218,71780.14098456378
2016-09-05 07:00:00,76682.38054056207,75383.1781942846,66523.07212368883,80750.9297177367
2016-09-05 08:00:00,81459.54692040279,80483.22052177164,71071.51347250273,84944.4301654502
2016-09-05 09:00:00,83428.73442502259,82866.32034323507,74751.80260042044,87644.65985885021
2016-09-05 10:00:00,83329.3123920208,83158.72730360557,76401.6002675962,87974.29733860734
2016-09-05 11:00:00,84793.42958704094,84119.50438680776,77416.46295978563,89437.99488900852
2016-09-05 12:00:00,85141.21978713381,84344.63795322926,77512.43451154965,89768.45293974022
2016-09-05 13:00:00,85102.77856671621,84660.09707510052,78215.04863301471,90134.31048236525
2016-09-05 14:00:00,83656.20279788694,83260.08799901043,77191.12258986941,88760.76672028506
2016-09-05 15:00:00,83135.14071677558,82457.81182283506,77424.89304556823,88035.98386396912
2016-09-05 16:00:00,81515.8649345379,82717.63223764894,76429.79013943502,91830.39191231274
2016-09-05 17:00:00,80671.97290801353,83261.10563336634,75683.64140703989,93623.76205700856
2016-09-05 18:00:00,80517.6918373007,83566.09755622482,75348.82564224451,92552.96032129368
2016-09-05 19:00:00,84094.56232439703,84752.78307976245,76777.51835282616,92182.77598758385
2016-09-05 20:00:00,86772.29065490252,84642.49957773054,77629.0550135591,89938.85733277145
2016-09-05 21:00:00,81012.87113526423,81568.28832768412,76362.91767432672,85133.88629202446
2016-09-05 22:00:00,73526.51526776905,75797.57972184608,70176.49095149124,80978.94034414999
2016-09-05 23:00:00,67766.5172157175,70167.00853372205,64123.16716862363,75225.03488107775
2016-09-06 00:00:00,63522.280206726005,65500.4771829837,55173.71923719031,70601.45687340708
2016-09-06 01:00:00,61154.47978349244,63382.42055297334,53665.14866424432,68811.09313069472
2016-09-06 02:00:00,59994.325469805866,62518.70083511602,53815.54675089799,67717.51292161073
2016-09-06 03:00:00,61204.60775685508,62669.86959782668,53976.74959766519,67520.1148085128
2016-09-06 04:00:00,61256.46499829466,62910.98448462744,54858.53580694772,67326.44805963444
2016-09-06 05:00:00,62842.48119346156,63951.398224330165,56094.383444459614,68619.10579350161
2016-09-06 06:00:00,69082.03491218682,70057.07612685475,62558.79116773135,75149.45641708042
2016-09-06 07:00:00,77803.81857812965,77890.22073875862,71214.61779241334,83074.3027221179
2016-09-06 08:00:00,82098.43007430229,82151.82012029982,76203.25544780884,86258.53038795921
2016-09-06 09:00:00,83410.5541891034,84012.3753220507,79059.68944990479,88474.86644208714
2016-09-06 10:00:00,83346.77687071124,84086.0772552401,79090.6347077097,88759.89226992577
2016-09-06 11:00:00,85198.04758800857,85044.45981046786,80243.51837496841,90007.56143310481
2016-09-06 12:00:00,85637.29939490899,85269.58513803485,80150.91551810858,90481.17861569577
2016-09-06 13:00:00,85667.64297983609,85537.40864075211,80686.87242716785,90829.91746745857
2016-09-06 14:00:00,84159.46482591587,84171.85925802718,79497.942784394,89359.93157636553
2016-09-06 15:00:00,83647.82200605169,83350.66941258541,78316.76348952128,88709.7934079767
2016-09-06 16:00:00,82622.23747449843,83563.26392721756,77391.71145104314,92733.27492214798
2016-09-06 17:00:00,81570.52192851604,84028.9765258658,76574.37998658465,93766.4443438343
2016-09-06 18:00:00,80632.1144523011,84294.00934435596,76363.43197506669,92539.42676814766
2016-09-06 19:00:00,84418.63195605027,85503.70550542229,78090.92996632194,92678.1558828238
2016-09-06 20:00:00,88383.9993109045,85458.42358105656,79613.08853548249,90419.9853927485
2016-09-06 21:00:00,82630.69527255245,82309.21912375497,77680.9999954933,85677.40399638539
2016-09-06 22:00:00,74620.13552487465,76579.08340220503,71249.25711344439,81544.45878022003
2016-09-06 23:00:00,68588.67914035087,70893.61963232838,65557.3817137442,75887.48794625587
2016-09-07 00:00:00,64182.08564986668,66206.45142473892,59385.40466465494,71311.56413199774
2016-09-07 01:00:00,61820.111621036514,63952.433564500854,57103.805171058026,69213.91063387894
2016-09-07 02:00:00,60670.808949916085,63087.47962433646,56362.42921841185,67967.99500191088
2016-09-07 03:00:00,60711.979977622745,63229.34006172459,57080.83041675786,67754.53183447351
2016-09-07 04:00:00,61437.20699675009,63432.74841833268,57517.85779223709,68012.33412607387
2016-09-07 05:00:00,62640.924089475484,64442.14867872811,57818.445869204326,69039.64293848528
2016-09-07 06:00:00,69497.08470673031,70556.28621959031,64867.24744456494,75625.5137270316
2016-09-07 07:00:00,78600.88125759533,78398.95823059084,73515.8758423444,83584.7426242932
