Date,Load,Load_denoised,forecast,q1_forecast,q2_forecast
2016-05-05 23:00:00,68629.8,68573.59678761008,69352.12597178963,64055.031173774216,74686.271399296
2016-05-06 00:00:00,63408.0,63469.602225259056,64574.98292940354,54865.28774410242,69774.96953033726
2016-05-06 01:00:00,60756.1,60841.89169098847,62318.32173154116,52928.59924519806,67733.2850365981
2016-05-06 02:00:00,59694.600000000006,59584.67904252944,61369.74172208966,52282.87820041016,66648.857289946
2016-05-06 03:00:00,60054.4,60087.74047540349,61418.90719402742,52098.89167638024,66565.29788020645
2016-05-06 04:00:00,60476.3,60488.7475751138,61620.63105503513,52374.37432076174,66596.23682466545
2016-05-06 05:00:00,60394.5,60407.32059602227,62548.91137007599,52486.12446323108,66974.53702502963
2016-05-06 06:00:00,67665.7,67674.69553957906,68290.95492687296,56986.31549224335,73657.6908485814
2016-05-06 07:00:00,76467.70000000001,76498.1380767149,75739.84398363557,63415.67029162914,81408.62607650134
2016-05-06 08:00:00,80976.79999999999,80966.0250465949,79917.61612048092,67883.34010976017,84667.73708075036
2016-05-06 09:00:00,82508.29999999999,82422.42309059377,81841.81021824104,71037.16340102564,86598.53228255497
2016-05-06 10:00:00,82038.3,82114.85578329647,82041.24489865368,72414.67509848662,87216.76414744917
2016-05-06 11:00:00,83067.2,83058.3310492301,82964.87565523102,73317.58022727729,88308.69645149028
2016-05-06 12:00:00,83168.1,83225.27519690982,83157.58648340793,73112.82628621177,88803.21434958515
2016-05-06 13:00:00,83647.4,83438.2679218725,83382.80047302433,74110.5138350275,89069.87462699089
2016-05-06 14:00:00,81720.9,81867.05929304595,81967.69013214984,73384.20687664906,87400.0697331028
2016-05-06 15:00:00,80980.2,80990.07386652658,81051.4198422773,73312.70927974125,86768.82054559895
2016-05-06 16:00:00,79235.9,79336.60716007408,81186.721908673,73576.99707813864,90875.10742863068
2016-05-06 17:00:00,78137.0,78018.19520926954,81633.94529697213,72502.2609768241,91714.96878653923
2016-05-06 18:00:00,76518.9,76593.43845757729,81905.2240060018,71680.41832129107,90319.51130304571
2016-05-06 19:00:00,77402.29999999999,77397.66485949476,82797.7526556462,71702.56496185082,89841.74768530569
2016-05-06 20:00:00,79980.69999999998,80028.15344349599,82371.22665593687,72417.74853653558,87464.25009225687
2016-05-06 21:00:00,80826.70000000001,80572.49176773037,79215.445360361,72437.33937052307,82759.02123124739
2016-05-06 22:00:00,74458.4,74567.23970356226,73907.43671428585,67754.3894074519,79330.45368614826
2016-05-06 23:00:00,68633.1,68690.59137445355,68738.86528278007,62603.05819180053,73940.15358385936
2016-05-07 00:00:00,63604.2,63591.36688184483,63796.04751046308,54511.88070086016,69038.19208995029
2016-05-07 01:00:00,60364.7,60317.59102936309,60843.66247775956,52468.82022903811,66376.97927775535
2016-05-07 02:00:00,58298.2,58356.424495452666,59336.87531010897,51353.22922371653,65021.60005494871
2016-05-07 03:00:00,58054.7,58038.201243069125,58913.5837267329,50762.30918463309,64565.50409341978
2016-05-07 04:00:00,57499.4,57422.80893350831,58539.9918403452,50390.92797947862,63321.08192018147
2016-05-07 05:00:00,55131.0,55213.09295520176,58059.18157514379,49805.13623646115,63044.62091326532
2016-05-07 06:00:00,59227.100000000006,59243.49571616804,59835.25599601524,51824.00369566853,64629.26835492534
2016-05-07 07:00:00,65917.0,65934.72324288986,63859.20818965046,55818.0387038156,68365.90064883068
2016-05-07 08:00:00,71919.90000000001,71925.67655911227,68451.65754603366,60148.27591663725,73064.3989187021
2016-05-07 09:00:00,74921.9,74797.93856808732,72192.5225239516,63868.50314366506,76941.54816140259
2016-05-07 10:00:00,75714.5,75759.66601713157,73906.35214103301,65627.64494576695,78669.63068585022
2016-05-07 11:00:00,75733.0,75790.13914321066,74659.2931166337,66002.06689819675,79533.68270351597
2016-05-07 12:00:00,75295.1,75281.07397698375,74291.65121898678,65976.49417324466,79069.23796126184
2016-05-07 13:00:00,74571.0,74420.7165706868,73941.66734357913,66669.48545569675,78786.64447565938
2016-05-07 14:00:00,71498.6,71579.45271144444,72080.32581320863,65809.7746509173,76996.30330336309
2016-05-07 15:00:00,69730.4,69885.90698753463,70799.92263734377,65083.257026594256,76729.40136479308
2016-05-07 16:00:00,68537.59999999999,68507.59900455787,71198.18811841565,64772.79933633335,81138.57449329586
2016-05-07 17:00:00,67497.8,67427.83695266806,71941.97280733932,64561.4304976553,82415.10369831279
2016-05-07 18:00:00,66762.4,66885.76852661291,72851.80986234365,64775.76561847276,81332.97986093999
2016-05-07 19:00:00,67790.7,67696.60819685488,73683.02434233703,65945.44923108618,81049.94749642977
2016-05-07 20:00:00,70555.4,70639.63035594499,73363.37878071201,67944.63994005913,78627.27581127797
2016-05-07 21:00:00,71918.9,71723.70389096382,70912.74403510767,66423.82028427486,75000.60648708357
2016-05-07 22:00:00,66689.90000000001,66781.93048286748,67094.18763227898,62251.58572072384,72055.60994660495
2016-05-07 23:00:00,61660.5,61610.72888814021,62365.8567948579,57699.62838637732,67492.13266579887
2016-05-08 00:00:00,57040.600000000006,57057.405276912265,57859.40685161328,52935.96955135075,62800.583731264895
2016-05-08 01:00:00,54347.4,54391.7163635344,54994.97139297803,50282.69008653531,60144.97891807185
2016-05-08 02:00:00,52818.40000000001,52844.08724798018,53594.42103015001,48894.55127824434,58861.69308256084
2016-05-08 03:00:00,51884.3,51906.743387971175,53036.70835332626,48462.70987630271,58302.993001622366
2016-05-08 04:00:00,51534.3,51404.83360644072,52686.50552986662,48487.10553477592,57809.41136111655
2016-05-08 05:00:00,49092.3,49187.22056698534,52342.89189744917,48272.53774519069,57089.95967852144
2016-05-08 06:00:00,50165.40000000001,50139.5348583547,52844.41336948512,49322.95393716054,57367.00176835574
