Date,Load,Load_denoised,forecast,q1_forecast,q2_forecast
2016-12-24 23:00:00,61250.6,61176.88900106144,61072.4266607098,57465.78173832412,64289.02433776228
2016-12-25 00:00:00,56502.100000000006,56533.62741309867,58135.15931877402,53597.42538582852,62883.86845435377
2016-12-25 01:00:00,54481.7,54548.67624655943,55528.18869486429,50995.10994673663,59718.96494533151
2016-12-25 02:00:00,55252.600000000006,55119.230854946014,54418.786998934855,49305.48145013045,58189.0716305093
2016-12-25 03:00:00,54465.6,54596.076175480535,54108.44768660609,49417.06461357456,57516.12346933848
2016-12-25 04:00:00,54078.100000000006,54038.587035331206,54297.7091202683,50299.79933144117,57475.39403805678
2016-12-25 05:00:00,54308.8,54372.66737567485,54884.923203706814,51469.778417168425,57869.88623222538
2016-12-25 06:00:00,54716.7,54649.09403205605,55750.26664245375,53431.012396611724,58636.9531180493
2016-12-25 07:00:00,53175.3,53176.57088093282,55891.82707046564,54027.78600217817,58396.71635468038
2016-12-25 08:00:00,53810.3,53882.295831542615,56429.27631316985,54621.617594621406,58851.57718157864
2016-12-25 09:00:00,57666.4,57576.62444503769,58885.50001435104,57101.83896320493,61342.66641703875
2016-12-25 10:00:00,59845.4,59842.34959946727,60908.13994269197,58363.56194632534,63460.40008626411
2016-12-25 11:00:00,61030.7,61071.06192015081,61907.72736757228,58962.95913150693,64596.44417755898
2016-12-25 12:00:00,61593.7,61524.08858415888,62498.959857971175,59413.87272205329,65228.066078934
2016-12-25 13:00:00,62062.100000000006,62059.917882909765,63255.49617508567,60082.50262898495,66216.87336905107
2016-12-25 14:00:00,61562.50000000001,61562.83761358661,62794.41375129214,59604.50081801144,65834.00926866643
2016-12-25 15:00:00,61626.6,61789.66810923244,63162.805335964695,59793.555911751166,66132.68017589119
2016-12-25 16:00:00,65143.3,65044.94517879015,68308.99650454154,64280.56987518573,71914.22925391224
2016-12-25 17:00:00,66035.5,66056.69633494591,69976.00654682139,65786.16522922501,73797.52719525422
2016-12-25 18:00:00,66162.6,66148.15804969976,70473.8640896642,66020.7920460868,74556.9717476354
2016-12-25 19:00:00,66423.8,66362.41427171286,71007.68506570946,66164.95921008755,75243.66633885987
2016-12-25 20:00:00,65789.4,65821.36218987875,70553.39537822158,65853.46419091214,74766.55478026831
2016-12-25 21:00:00,64078.4,64107.42497535789,68812.5984425276,63999.35171804945,72900.13294179185
2016-12-25 22:00:00,62098.5,62039.959075021645,66647.16782010667,61619.48596281222,70742.11638198527
2016-12-25 23:00:00,58333.1,58297.72504205712,62730.79789425303,57804.8234691595,66820.72870566377
2016-12-26 00:00:00,53695.5,53725.75806847127,59513.80449774348,58425.13817801952,60602.47081746743
2016-12-26 01:00:00,51685.1,51759.25865318864,56400.55466313666,55402.2745586142,57398.83476765912
2016-12-26 02:00:00,52050.100000000006,52039.91263333085,55803.32016935144,54878.87203094177,56727.76830776112
2016-12-26 03:00:00,53276.7,53139.42756738861,55973.20478124231,55491.25561051485,56455.15395196977
2016-12-26 04:00:00,53484.3,53608.75444116183,56338.9724044156,55791.889628411474,56886.05518041974
2016-12-26 05:00:00,54196.5,54168.57918525636,57156.323589074455,57068.66027123837,57243.98690691053
2016-12-26 06:00:00,54430.3,54538.94410549813,57908.95304645113,57883.60305924514,57934.30303365712
2016-12-26 07:00:00,53927.8,53887.52395705726,57746.47831713896,57460.028435219945,58032.92819905799
2016-12-26 08:00:00,53850.0,53846.769751682325,57700.66577468617,57573.351895378255,57827.97965399409
2016-12-26 09:00:00,56546.2,56593.53140995529,59407.28722989631,58767.457080551976,60047.11737924063
2016-12-26 10:00:00,59407.2,59318.50833427808,61652.52593767284,60672.064545537854,62632.98732980781
2016-12-26 11:00:00,60675.9,60681.37306508405,62974.01531147914,62005.00555007863,63943.02507287965
2016-12-26 12:00:00,61315.1,61376.43363637806,63697.51023043135,62693.043870173744,64701.976590688966
2016-12-26 13:00:00,62412.0,62317.81176143199,64590.64259043445,63601.11774337341,65580.16743749549
2016-12-26 14:00:00,61575.7,61562.92839839167,64438.95362525719,63226.06358805312,65651.84366246124
2016-12-26 15:00:00,60962.1,61164.66081985396,64949.40047864346,63557.42702808445,66341.37392920247
2016-12-26 16:00:00,64966.600000000006,64831.58877885039,70277.88687154488,68903.97980663452,71651.79393645524
2016-12-26 17:00:00,66436.29999999999,66440.9482952819,71892.25939207111,70824.87913857697,72959.63964556523
2016-12-26 18:00:00,66555.8,66590.93429353576,72476.31848713188,71366.2864690092,73586.35050525455
2016-12-26 19:00:00,67305.0,67247.13007630529,72893.63731876141,71581.09415593362,74206.18048158918
2016-12-26 20:00:00,67153.40000000001,67080.37785794683,72256.71148350771,70970.2777628831,73543.1452041323
2016-12-26 21:00:00,64986.2,65078.386854805445,70549.32089991786,69173.91923715312,71924.7225626826
2016-12-26 22:00:00,62421.5,62381.64142413235,68236.26492111107,66734.36116321689,69738.16867900525
2016-12-26 23:00:00,59350.7,59437.63664693031,64004.9556550105,62302.74275794558,65707.16855207541
2016-12-27 00:00:00,58184.09999999999,58115.99864039646,74583.63995244716,64412.2847003276,79689.15704416645
