Date,Load_denoised,forecast,q1_forecast,q2_forecast
2016-03-07 23:00:00,71996.67797610111,79013.89595950888,73430.7993089474,84270.86818020383
2016-03-08 00:00:00,68002.91010396018,73393.88565900756,67552.41888392366,78470.95588981257
2016-03-08 01:00:00,66001.92635932546,68753.50282134031,58735.567211510206,74079.0708779745
2016-03-08 02:00:00,65125.61266090017,66635.68408094143,57274.18548686447,72194.27042724176
2016-03-08 03:00:00,65379.54396092044,65778.6542413489,57100.028702887255,70947.03811148649
2016-03-08 04:00:00,66487.5684534761,65927.98201598959,57327.69469490553,70778.95915499378
2016-03-08 05:00:00,68927.17637447765,66178.77063571192,58271.00066322816,70560.95907960273
2016-03-08 06:00:00,74696.8793778204,67244.32214596045,60036.91945872573,71844.70130392864
2016-03-08 07:00:00,83021.56087898542,73287.51529589441,66159.55058634351,78564.32400281315
2016-03-08 08:00:00,87634.30008005918,81055.2761738755,74208.41898671277,86336.80583478994
2016-03-08 09:00:00,89239.31467515616,85264.07539675906,79070.46892230927,89580.12491244823
2016-03-08 10:00:00,88727.66280710515,87113.66056958675,82184.85523142356,91669.62324172904
2016-03-08 11:00:00,89504.8056095689,87179.46646211013,82216.08102059923,91907.83229537567
2016-03-08 12:00:00,90129.4454779824,88111.29937175097,83199.57274985447,93110.36924988766
2016-03-08 13:00:00,90467.36900708958,88313.1812405776,83232.26565573893,93491.98662788005
2016-03-08 14:00:00,88692.92712127607,88574.2627185986,83742.04917125855,93893.0780586855
2016-03-08 15:00:00,87444.17760690983,87209.23791143749,82410.67437283341,92448.2673557325
2016-03-08 16:00:00,86304.63481129096,86381.3867252826,81338.7553163531,91931.60659992923
2016-03-08 17:00:00,87853.40935360166,86678.87951233296,80476.85346119781,95952.15193199337
2016-03-08 18:00:00,91861.50006752195,87230.476561857,79630.73823740469,97007.52991699502
2016-03-08 19:00:00,92255.21565680185,87525.67284908537,79331.46718513947,95659.2735859241
2016-03-08 20:00:00,90243.92450060952,88724.90204577963,81174.91265650166,96019.78038850168
2016-03-08 21:00:00,84308.78510135938,88585.62875146342,82668.70260388887,93562.43140630556
2016-03-08 22:00:00,77752.79764679057,85354.36113710744,80615.2201563592,88801.27288656661
2016-03-08 23:00:00,72523.41768650673,79620.24083867877,74316.89007200254,84639.51570189185
2016-03-09 00:00:00,68254.49435538932,73938.5118428217,68534.00972146135,78973.15362350686
2016-03-09 01:00:00,65861.80462881555,69274.22352722469,62476.20359799806,74449.96886920404
2016-03-09 02:00:00,65622.68397367833,67026.441303614,60306.73201951928,72350.26377559706
2016-03-09 03:00:00,65986.04226697914,66155.7917377636,59765.978392767676,71024.32577458573
2016-03-09 04:00:00,66170.8675322328,66278.15732520248,60309.39094847966,70911.59105301856
2016-03-09 05:00:00,68015.24331763337,66491.9496130443,60561.60557038664,71118.06739482567
2016-03-09 06:00:00,75095.09359467443,67527.6543761815,60939.05576526249,72134.43350838132
2016-03-09 07:00:00,83786.94721929333,73592.31201940002,67749.11187054506,78815.7617978183
2016-03-09 08:00:00,88405.9539154381,81367.96491819635,75816.61638358387,86668.8621156418
2016-03-09 09:00:00,89706.24407010752,85566.15856468503,80492.80152559353,90072.35877513351
2016-03-09 10:00:00,89161.57111509197,87427.83551000232,82645.61918836887,92015.81457063531
2016-03-09 11:00:00,90202.83637932943,87514.78002574283,82983.19262922682,92172.41387431386
2016-03-09 12:00:00,90501.03945694174,88460.48455303548,83913.66981211868,93232.57290848739
2016-03-09 13:00:00,90861.56427227291,88611.59041603528,83847.36240417336,93600.85966102601
2016-03-09 14:00:00,88887.75454326914,88858.77867137287,83809.36844363957,93913.09305087208
2016-03-09 15:00:00,87794.41604779597,87469.85116954111,82331.13394673336,92527.6680976783
2016-03-09 16:00:00,86860.18597847389,86618.2394170749,81200.05668343531,91989.31394751111
2016-03-09 17:00:00,87907.6104128529,86860.0824413213,80527.13010157995,96200.54170955415
2016-03-09 18:00:00,92525.21346591017,87322.88080934553,80035.40734159341,97534.9246473592
2016-03-09 19:00:00,92955.24883051083,87579.0762306546,79623.32742183511,96287.9730300639
2016-03-09 20:00:00,90263.90048804447,88806.47252829594,80787.23195324815,96134.2640703638
2016-03-09 21:00:00,84665.50772705341,88681.07910643207,82713.71943262048,93810.8398050946
2016-03-09 22:00:00,77911.71431669564,85508.69312865654,80986.43784849359,89123.05370769667
2016-03-09 23:00:00,72348.54190816413,79631.28573077744,74139.51876267322,84822.84455236612
2016-03-10 00:00:00,68751.04986433583,74055.5725075629,68004.96201047901,79098.96517343321
